game,console,Publisher,Release_Year,Release_Month,Release_Day,Total_Shipped,NA_Sales,PAL_Sales,Japan_Sales,Other_Sales,NS,PS4,XBOX ONE,PC,Genre,VGChartz Score,Metacritic(Critic),Metacritic(User),4Players,Destructoid,Edge,EGM,Game Informer,GameRevolution,GameSpot,GamesRadar+,IGN,Famitsu,Famitsu*5/2,Introduction,url
NHL 18,XBOX ONE,EA Sports,2017,9,15,390000,320000,30000,0,40000,0,1,1,0,"Sports, Team, Ice Hockey, Sim",0,77,41,79,0,0,90,80,0,70,0,74,0,#VALUE!,"NHL 18 is an ice hockey simulation video game developed by EA Canada and published by EA Sports.NHL 18 has several new features, highlighted by the brand new NHL Threes mode, which mimics NHL overtime rules with 3-on-3 hockey. The mode features a smaller rink, bigger hits, and even a different announcer as it offers a more arcade-like look at hockey. Mascots from NHL teams are also playable in this mode.NHL 18 also features a brand new Defensive Skill Stick, allowing players more freedom in how they play defense by being able to manually target their stick to poke check the puck away from opponents or block passes.",https://upload.wikimedia.org/wikipedia/en/e/e5/NHL_18_cover.jpg
The Evil Within 2,XBOX ONE,Bethesda Softworks,2017,10,13,390000,250000,100000,0,40000,0,1,1,1,"Action Adventure, Survival",0,82,91,80,70,0,80,77.5,70,80,70,80,0,#VALUE!,"The Evil Within 2 is a third-person survival horror video game developed by Tango Gameworks and published by Bethesda Softworks.Player assumes control of detective Sebastian Castellanos, who must descend into the world of Union to rescue his daughter, Lily.In The Evil Within 2, maps are larger and there are multiple ways for players to advance in a level. The player is also given an item known as ""The Communicator"", which helps to highlight the objectives, resources, and enemies featured in the game's world. ",https://upload.wikimedia.org/wikipedia/en/b/bf/The_Evil_Within_2_cover_art.jpg
Rayman Legends,XBOX ONE,Ubisoft,2014,2,18,380000,130000,220000,0,30000,1,1,1,1,"Action, Platformer",0,91,79,0,0,90,0,0,0,90,90,95,0,#VALUE!,"Rayman Legends is a platform video game developed by Ubisoft Montpellier and published by Ubisoft. It is the fifth main title in the Rayman series and the direct sequel to the 2011 game Rayman Origins.The game carries on the style of gameplay from Rayman Origins in which up to four players (depending on the format) simultaneously make their way through various levels. Lums can be collected by touching them, defeating enemies, or freeing captured Teensies. Collecting Teensies unlocks new worlds, which can be played in any order once they are available. Along with Rayman, Globox, and the Teensies returning as playable characters, players can now control new female character Barbara and her sisters, once they are rescued from certain stages",https://upload.wikimedia.org/wikipedia/en/f/f6/Rayman_Legends_Box_Art.jpg
Just Dance 2016,XBOX ONE,Ubisoft,2015,10,20,380000,300000,40000,0,40000,0,1,1,0,"Action, Rhythm, Dancing",0,66,61,77,0,0,0,0,0,0,0,0,0,#VALUE!,"Just Dance 2016 is a dance video game developed and published by Ubisoft.2016 notably placed an emphasis on the use of a smartphone mobile app for motion detection, and introduced a subscription-based service which offers streaming access to a back catalogue of songs from previous entries in the franchise, as well as additional content that is exclusive to the service.As with previous installments, players select a song, and then follow the motions of on-screen dancer(s) and their choreographed routine. Players are judged on a ranking scale for the accuracy of each of their moves in comparison to that of the on-screen dancer.",https://upload.wikimedia.org/wikipedia/en/e/e3/JustDance2016_NAboxart.png
Skylanders SWAP Force,XBOX ONE,Activision,2013,11,22,350000,250000,70000,0,30000,0,1,1,0,"Action, Platformer, Platformer",0,55,55,79,0,0,0,0,0,0,0,82,0,#VALUE!,"Skylanders: Swap Force  is a platform game developed by Vicarious Visions and Beenox and published by Activision. It is the third main game in the Skylanders video game and toy franchise.Players use a portal to bring real-life figures into the video game. For the new game, Skylanders are able to jump, and there are new swappable Skylanders. The new game also brings a new Portal of Power (and therefore is only sold as a starter pack). The new Portal was added because of the new technology that makes the SWAP Force characters work correctly. The older portals from the past two games would not be able to sense the top half of these new swappable characters. These sixteen new characters have top and bottom halves that can be separated from each other and recombined with the halves from other characters. ",https://upload.wikimedia.org/wikipedia/en/7/77/Skylanders_Swap_Force.jpg
Naruto Shippuden: Ultimate Ninja Storm 4,XBOX ONE,Namco Bandai Games,2016,2,9,350000,250000,70000,0,30000,1,1,1,1,"Action, Fighting",0,80,83,0,80,0,0,0,90,70,0,55,0,#VALUE!,"Naruto Shippuden: Ultimate Ninja Storm 4 is a fighting game developed by CyberConnect2 and published by Bandai Namco Entertainment .The narrative follows the young ninjas Naruto Uzumaki and Sasuke Uchiha as they participate in a world war between shinobi ??the Fourth Shinobi World War ??against the terrorist organization Akatsuki and unite to defeat it. Similar to Storm 3, the game uses regular fighting systems; however, players can switch among a team of three fighters who can assist each other. Other returning elements involve boss fights, where quick time events are required to reach hidden scenes and hack and slash areas. ",https://upload.wikimedia.org/wikipedia/en/5/54/NSUNS4_game_cover.png
Dragon Ball: Xenoverse,XBOX ONE,Namco Bandai Games,2015,2,24,350000,210000,110000,0,30000,0,1,1,1,"Action, Fighting",0,67,71,60,45,0,0,75,70,60,0,67,30,75,"Dragon Ball Xenoverse is a role-playing video game based on the Dragon Ball franchise developed by Dimps and published by Bandai Namco Games.The game is set almost entirely within a number of 3D battle arenas which are mostly modeled after notable locations in the Dragon Ball universe, accessed from the main hub ??the Toki-Toki City. Fighters can traverse the levels free-roaming in large spaces and can fight on ground, in the air and underwater. The game features spoken dialogue from a majority of main characters while in battle, and characters show facial expressions when they strike an opponent or take damage. Although limited, the players have some freedom to explore the planet Earth as it exists in the Dragon Ball universe along with a handful of other locations, including the aforementioned Toki-Toki City.",https://upload.wikimedia.org/wikipedia/en/2/2d/Dragon_Ball_Xenoverse_cover_art.jpg
Marvel vs. Capcom: Infinite,XBOX ONE,Capcom,2017,9,19,340000,260000,50000,0,30000,0,1,1,1,"Action, Fighting",0,77,53,77,75,0,0,82.5,0,80,60,77,0,#VALUE!,"Marvel vs. Capcom: Infinite is a fighting video game developed and published by Capcom. It is the sixth main entry in the Marvel vs. Capcom series of crossover games. Like previous installments, players control characters from both the Marvel Comics and Capcom universes to compete in tag team battles. Infinite features two-on-two fights, as opposed to the three-on-three format used in its preceding titles. The series' character-assist moves have been removed; instead, the game incorporates a tag-based combo system, which allows players to instantly switch between their two characters to form continuous combos.",https://upload.wikimedia.org/wikipedia/en/6/62/MvCI_Cover.png
Just Dance 2017,XBOX ONE,Ubisoft,2016,10,25,340000,250000,50000,0,30000,1,1,1,1,"Action, Rhythm, Dancing",0,73,66,61,0,0,0,0,0,0,0,70,0,#VALUE!,"Just Dance 2017 is a dance video game developed and published by Ubisoft. As in previous installments, players must mimic the routine of an on-screen dancer to a chosen song, scoring points based on their accuracy. For input, the game supports either the respective motion controller system for a particular console platform, or a smartphone with the game's companion mobile app.A new ""Just Dance Machine"" mode was added on current-generation console and PC versions, in which players must dance through sequences of different styles to help recharge an alien spaceship.",https://upload.wikimedia.org/wikipedia/e0/ab/Just_Dance_2017.jpg
The Lego Ninjago Movie Videogame,XBOX ONE,"Warner Bros. Interactive Entertainment	",2017,9,22,330000,210000,90000,0,30000,1,1,1,1,"Action Adventure, General, Linear",0,76,66,79,0,0,0,0,0,0,0,0,0,#VALUE!,"The Lego Ninjago Movie Video Game is a Lego-themed action-adventure video game developed by TT Fusion and published by Warner Bros. Interactive Entertainment.The player controls one of the main characters from a third-person perspective, primarily fighting enemies, solving puzzles, and collecting Lego 'studs', the game's form of currency. Using attack combinations in combat will multiply the number of studs earned. Unlike other Lego video games, which have two player cooperative modes, this game allows up four players to play in ""Battle Maps"" mode.",https://upload.wikimedia.org/wikipedia/e0/ae/The_Lego_Ninjago_Movie_Videogame_cover.jpg
The Crew 2,XBOX ONE,Ubisoft,2018,6,29,330000,200000,100000,0,30000,0,1,1,1,"Driving, Racing, Simulation, Automobile",0,69,53,76,70,0,65,60,0,80,70,70,0,#VALUE!,"The Crew 2 is a 2018 open world racing video game developed by Ivory Tower and published by Ubisoft.In the game, players assume control of a racer, who is trying to work their way to become successful in multiple disciplines. It features a persistent open world environment for racing and free-roaming across a scaled-down recreation of the contiguous United States. In addition to cars, players can control other kinds of vehicles, including airplanes, motorcycles, and powerboats. Each vehicle has its own control physics, meaning that game play is different when players are controlling different types of vehicles. ",https://upload.wikimedia.org/wikipedia/en/2/2b/The_Crew_2_box_art.jpg
Farming Simulator 17,XBOX ONE,Focus Home Interactive,2016,10,25,330000,190000,10000,0,30000,1,1,1,1,"Simulation, Virtual",0,65,70,0,0,0,0,0,0,0,0,0,0,#VALUE!,"Farming Simulator 17 was released on October 25, 2016.[6] It features the return of Fendt since its last debut in Farming Simulator 2009, and also Massey Ferguson, Challenger, and Valtra. For the first time in the base game, soybeans, sunflowers, and oilseed radishes are introduced as growable crops. In previous games, the player would have had to download a modification to add these crops. The crop growing mechanics have been altered, to allow different ways to increase crop yield. These include fertilizing the fields multiple times throughout the growth stages, plowing the field after a set amount of harvests, de-weeding crops, or using oilseed radish as a cover crop.",https://store-images.s-microsoft.com/image/apps.26618.66445546520609419.4a3b03bf-e99b-4622-bb87-89586f01c3b4.ea5c2607-7fb4-4309-93d5-e2d1b676626c
LEGO The Incredibles,XBOX ONE,"Warner Bros. Interactive Entertainment	",2018,6,15,320000,190000,100000,0,30000,1,1,1,1,"Action Adventure, General, Open-World",60,74,71,0,0,0,0,0,0,0,0,0,0,#VALUE!,"Lego The Incredibles is a Lego-themed action-adventure video game developed by TT Fusion, based on both The Incredibles and Incredibles 2 films.The gameplay is very similar to the previous Lego installments, with puzzles designed for younger players, various waves of fighting enemies and two-player cooperative gameplay. The game allows the player to control various super-heroes and villains alike from both films (including supers that have appeared in neither film but are listed in the National Supers Agency database in the special features of The Incredibles' DVD release), each with their own special abilities and superpowers. ",https://upload.wikimedia.org/wikipedia/en/b/be/Lego_The_Incredibles_cover_art.png
